FlightDate,FlightNo,Origin,Destination,Aircraft,MaxCapacity_kg,ActualLoad_kg,LoadFactor_pct,Revenue_USD
2024-06-29,EK9158,DXB,BOM,B747-8F,134000,86296.0,64.4,383678.37
2024-02-08,EK9867,DXB,DEL,B777-200LRF,97000,68191.0,70.3,217210.99
2024-12-13,EK9900,DXB,ORD,B777F,103000,60152.0,58.4,206949.76
2024-08-12,EK9475,DXB,LHR,B777F,103000,56650.0,55.0,221047.82
2024-07-04,EK9560,DXB,NRT,B777-200LRF,97000,51895.0,53.5,114910.22
2024-07-08,EK9642,DXB,HKG,B747-8F,134000,115642.0,86.3,387353.15
2024-07-06,EK9216,DXB,NRT,B747-8F,134000,108808.0,81.2,269185.71
2024-01-14,EK9675,DXB,CGO,B777F,103000,76735.0,74.5,218300.79
2024-03-01,EK9726,DXB,SYD,B747-8F,134000,112158.0,83.7,266862.03
2024-05-26,EK9175,DXB,CGO,B747-8F,134000,81740.0,61.0,177086.99
2024-08-19,EK9798,DXB,ORD,B777-200LRF,97000,69840.0,72.0,142266.52
2024-06-12,EK9397,DXB,DEL,B747-8F,134000,112426.0,83.9,369318.54
2024-06-02,EK9278,DXB,ORD,B777-200LRF,97000,81383.0,83.9,300351.45
2024-07-04,EK9242,DXB,CDG,B777F,103000,59225.0,57.5,138743.27
2024-05-01,EK9578,DXB,FRA,B777F,103000,70246.0,68.2,234983.34
2024-10-09,EK9507,DXB,ORD,B777-200LRF,97000,89046.0,91.8,176090.24
2024-09-02,EK9175,DXB,CDG,B747-8F,134000,116044.0,86.6,466846.91
2024-03-05,EK9629,DXB,HKG,B777-200LRF,97000,53641.0,55.3,164020.75
2024-06-25,EK9232,DXB,ORD,B777-200LRF,97000,78376.0,80.8,179582.97
2024-08-09,EK9411,DXB,CDG,B777F,103000,92082.0,89.4,294558.88
2024-03-25,EK9631,DXB,ORD,B747-8F,134000,126094.0,94.1,303731.42
2024-05-25,EK9381,DXB,JFK,B747-8F,134000,81472.0,60.8,357022.48
2024-03-05,EK9756,DXB,DEL,B747-8F,134000,106664.0,79.6,218901.91
2024-03-27,EK9837,DXB,BOM,B777-200LRF,97000,57133.0,58.9,204454.94
2024-11-05,EK9183,DXB,HKG,B777-200LRF,97000,52283.0,53.9,216044.29
2024-01-24,EK9685,DXB,DEL,B777-200LRF,97000,61983.0,63.9,146849.05
2024-08-01,EK9658,DXB,BOM,B777-200LRF,97000,51798.0,53.4,217566.7
2024-05-28,EK9801,DXB,DEL,B747-8F,134000,98758.0,73.7,392331.76
2024-07-26,EK9550,DXB,SYD,B747-8F,134000,74102.0,55.3,145370.72
2024-07-31,EK9420,DXB,FRA,B747-8F,134000,82008.0,61.2,281942.09
2024-06-12,EK9479,DXB,CGO,B747-8F,134000,128506.0,95.9,276682.23
2024-09-20,EK9373,DXB,CDG,B777F,103000,68392.0,66.4,209243.68
2024-08-18,EK9493,DXB,SIN,B777F,103000,58092.0,56.4,150084.89
2024-11-11,EK9933,DXB,NRT,B777F,103000,98159.0,95.3,415825.01
2024-06-16,EK9610,DXB,BOM,B777-200LRF,97000,64117.0,66.1,247519.04
2024-09-20,EK9192,DXB,FRA,B747-8F,134000,122744.0,91.6,385772.09
2024-07-20,EK9461,DXB,CDG,B747-8F,134000,127970.0,95.5,304682.49
2024-01-25,EK9769,DXB,LHR,B747-8F,134000,99562.0,74.3,416399.8
2024-12-10,EK9541,DXB,FRA,B747-8F,134000,102108.0,76.2,417352.7
2024-03-09,EK9146,DXB,SYD,B777-200LRF,97000,66445.0,68.5,191945.39
2024-07-24,EK9395,DXB,LHR,B777-200LRF,97000,74981.0,77.3,208358.27
2024-02-07,EK9945,DXB,NRT,B777-200LRF,97000,70131.0,72.3,230353.27
2024-11-15,EK9503,DXB,DEL,B777-200LRF,97000,55581.0,57.3,246375.21
2024-07-10,EK9303,DXB,HKG,B777-200LRF,97000,91471.0,94.3,351102.83
2024-11-04,EK9240,DXB,CDG,B747-8F,134000,99830.0,74.5,191905.11
2024-06-19,EK9627,DXB,FRA,B777-200LRF,97000,70422.0,72.6,242033.61
2024-03-12,EK9731,DXB,HKG,B777-200LRF,97000,64311.0,66.3,183992.32
2024-06-02,EK9601,DXB,BOM,B747-8F,134000,100232.0,74.8,318359.69
2024-12-28,EK9439,DXB,BOM,B747-8F,134000,98356.0,73.4,181458.93
2024-12-10,EK9842,DXB,JFK,B747-8F,134000,104922.0,78.3,414571.79
2024-12-18,EK9771,DXB,DEL,B777F,103000,81267.0,78.9,204543.53
2024-10-23,EK9274,DXB,BOM,B777F,103000,87035.0,84.5,293787.76
2024-09-25,EK9251,DXB,DEL,B777-200LRF,97000,77503.0,79.9,315526.43
2024-12-14,EK9295,DXB,SIN,B777F,103000,80134.0,77.8,295807.17
2024-01-10,EK9308,DXB,FRA,B747-8F,134000,94872.0,70.8,276551.15
2024-07-29,EK9853,DXB,CDG,B777-200LRF,97000,90598.0,93.4,376580.35
2024-02-01,EK9778,DXB,CGO,B777F,103000,77559.0,75.3,257061.11
2024-09-01,EK9645,DXB,CDG,B747-8F,134000,88574.0,66.1,200849.74
2024-06-24,EK9797,DXB,CDG,B747-8F,134000,110416.0,82.4,457416.71
2024-11-25,EK9352,DXB,CGO,B747-8F,134000,106530.0,79.5,247055.14
2024-05-22,EK9404,DXB,CDG,B747-8F,134000,83214.0,62.1,368376.62
2024-05-27,EK9591,DXB,CGO,B777F,103000,85593.0,83.1,267076.55
2024-06-27,EK9792,DXB,CDG,B777-200LRF,97000,62371.0,64.3,132791.61
2024-10-05,EK9923,DXB,NRT,B747-8F,134000,118992.0,88.8,520880.81
2024-03-15,EK9454,DXB,SYD,B777F,103000,66847.0,64.9,249217.75
2024-08-14,EK9947,DXB,DEL,B747-8F,134000,114704.0,85.6,272739.09
2024-10-02,EK9730,DXB,SYD,B777-200LRF,97000,80801.0,83.3,175389.64
2024-10-27,EK9331,DXB,SIN,B777F,103000,55929.0,54.3,237362.53
2024-11-22,EK9583,DXB,SIN,B777F,103000,58195.0,56.5,156648.88
2024-02-21,EK9261,DXB,DEL,B777F,103000,53766.0,52.2,176672.49
2024-07-27,EK9394,DXB,DEL,B747-8F,134000,98490.0,73.5,230321.93
2024-06-13,EK9767,DXB,SYD,B777-200LRF,97000,53059.0,54.7,205633.2
2024-10-20,EK9138,DXB,SIN,B777-200LRF,97000,82644.0,85.2,338501.51
2024-03-30,EK9956,DXB,NRT,B777F,103000,96820.0,94.0,183775.75
2024-07-22,EK9396,DXB,FRA,B777F,103000,96923.0,94.1,426243.58
2024-01-20,EK9443,DXB,LHR,B747-8F,134000,103984.0,77.6,217296.6
2024-05-25,EK9237,DXB,FRA,B777-200LRF,97000,74108.0,76.4,232222.13
2024-09-15,EK9266,DXB,FRA,B747-8F,134000,81338.0,60.7,171147.05
2024-08-22,EK9445,DXB,DEL,B747-8F,134000,112962.0,84.3,207627.24
2024-05-31,EK9976,DXB,BOM,B777-200LRF,97000,83517.0,86.1,189903.98
2024-11-23,EK9785,DXB,NRT,B747-8F,134000,100768.0,75.2,204981.46
2024-02-18,EK9106,DXB,ORD,B777F,103000,75705.0,73.5,327554.98
2024-05-13,EK9437,DXB,NRT,B777F,103000,74263.0,72.1,187208.46
2024-06-03,EK9468,DXB,BOM,B777-200LRF,97000,75466.0,77.8,189132.4
2024-12-20,EK9263,DXB,SIN,B777F,103000,84563.0,82.1,258472.43
2024-07-26,EK9888,DXB,DEL,B777-200LRF,97000,90695.0,93.5,380652.7
2024-06-08,EK9476,DXB,CGO,B777F,103000,83121.0,80.7,360721.55
2024-11-10,EK9565,DXB,SIN,B777F,103000,97953.0,95.1,302781.65
2024-11-06,EK9875,DXB,HKG,B747-8F,134000,112024.0,83.6,477732.13
2024-10-02,EK9710,DXB,DEL,B777F,103000,88889.0,86.3,323282.46
2024-02-11,EK9677,DXB,CDG,B747-8F,134000,101572.0,75.8,282047.07
2024-02-27,EK9649,DXB,LHR,B777-200LRF,97000,89822.0,92.6,210706.54
2024-03-17,EK9796,DXB,ORD,B747-8F,134000,121270.0,90.5,362957.41
2024-04-15,EK9556,DXB,CGO,B777-200LRF,97000,71780.0,74.0,303414.15
2024-01-29,EK9159,DXB,FRA,B777F,103000,77353.0,75.1,234639.18
2024-10-13,EK9505,DXB,FRA,B777-200LRF,97000,85651.0,88.3,321435.89
2024-05-10,EK9533,DXB,LHR,B777-200LRF,97000,59946.0,61.8,119722.94
2024-06-25,EK9170,DXB,CGO,B777F,103000,78692.0,76.4,154448.02
2024-08-29,EK9884,DXB,LHR,B747-8F,134000,94336.0,70.4,365667.52
2024-11-24,EK9491,DXB,CGO,B777-200LRF,97000,92538.0,95.4,260128.43
2024-08-17,EK9995,DXB,NRT,B747-8F,134000,74504.0,55.6,328055.25
2024-10-03,EK9650,DXB,ORD,B777-200LRF,97000,87979.0,90.7,186542.71
2024-07-20,EK9103,DXB,CDG,B777F,103000,87344.0,84.8,209735.97
2024-01-12,EK9644,DXB,SYD,B747-8F,134000,110282.0,82.3,360622.41
2024-07-13,EK9293,DXB,SIN,B777F,103000,74881.0,72.7,166148.04
2024-02-27,EK9116,DXB,LHR,B777-200LRF,97000,68773.0,70.9,266037.65
2024-05-03,EK9712,DXB,SIN,B777F,103000,58195.0,56.5,110026.72
2024-12-10,EK9549,DXB,CGO,B777F,103000,64890.0,63.0,124552.41
2024-04-29,EK9243,DXB,CDG,B777F,103000,88477.0,85.9,344650.81
2024-09-14,EK9426,DXB,SYD,B777F,103000,91361.0,88.7,344896.66
2024-10-22,EK9997,DXB,BOM,B777-200LRF,97000,86136.0,88.8,210140.91
2024-03-14,EK9162,DXB,DEL,B777-200LRF,97000,60043.0,61.9,156793.44
2024-10-12,EK9537,DXB,BOM,B777-200LRF,97000,90210.0,93.0,314849.27
2024-10-11,EK9787,DXB,FRA,B777F,103000,98674.0,95.8,428470.46
2024-07-14,EK9407,DXB,CDG,B747-8F,134000,111622.0,83.3,323960.51
2024-07-11,EK9407,DXB,ORD,B777-200LRF,97000,71101.0,73.3,291032.07
2024-12-28,EK9526,DXB,ORD,B747-8F,134000,124888.0,93.2,414433.59
2024-10-12,EK9438,DXB,CDG,B777F,103000,71585.0,69.5,178138.43
2024-11-27,EK9841,DXB,JFK,B747-8F,134000,120734.0,90.1,247462.78
2024-04-07,EK9140,DXB,LHR,B747-8F,134000,92460.0,69.0,317453.78
2024-02-07,EK9590,DXB,SIN,B777-200LRF,97000,82062.0,84.6,271534.65
2024-04-16,EK9294,DXB,HKG,B747-8F,134000,127434.0,95.1,234657.1
2024-03-01,EK9820,DXB,CGO,B747-8F,134000,124754.0,93.1,458869.04
2024-04-14,EK9489,DXB,NRT,B777F,103000,79104.0,76.8,308022.08
2024-08-26,EK9625,DXB,CDG,B777-200LRF,97000,66154.0,68.2,165796.24
2024-09-11,EK9879,DXB,FRA,B777F,103000,90743.0,88.1,340333.13
2024-06-12,EK9984,DXB,SIN,B747-8F,134000,88574.0,66.1,170366.04
2024-04-23,EK9698,DXB,CGO,B777F,103000,54281.0,52.7,178798.42
2024-10-23,EK9335,DXB,CGO,B747-8F,134000,87502.0,65.3,203854.97
2024-07-13,EK9801,DXB,BOM,B777F,103000,76735.0,74.5,273747.62
2024-06-21,EK9602,DXB,SYD,B747-8F,134000,127970.0,95.5,452063.63
2024-08-23,EK9837,DXB,ORD,B777-200LRF,97000,85166.0,87.8,192221.15
2024-10-06,EK9757,DXB,FRA,B777F,103000,96099.0,93.3,313644.99
2024-01-31,EK9937,DXB,CDG,B777F,103000,92494.0,89.8,185052.02
2024-12-08,EK9336,DXB,LHR,B777F,103000,72718.0,70.6,296316.45
2024-02-04,EK9482,DXB,CGO,B777F,103000,53972.0,52.4,170847.23
2024-01-31,EK9594,DXB,BOM,B777-200LRF,97000,79540.0,82.0,275574.46
2024-12-03,EK9112,DXB,FRA,B777F,103000,53869.0,52.3,177198.71
2024-01-09,EK9117,DXB,CDG,B777-200LRF,97000,62468.0,64.4,277307.59
2024-09-14,EK9283,DXB,CGO,B777-200LRF,97000,69258.0,71.4,300387.33
2024-02-24,EK9639,DXB,JFK,B777-200LRF,97000,56939.0,58.7,131996.93
2024-05-09,EK9515,DXB,HKG,B747-8F,134000,117652.0,87.8,236874.88
2024-08-23,EK9800,DXB,BOM,B777F,103000,99498.0,96.6,239771.73
2024-02-11,EK9488,DXB,DEL,B777-200LRF,97000,83614.0,86.2,171613.67
2024-07-12,EK9275,DXB,CDG,B747-8F,134000,73030.0,54.5,133317.39
2024-02-12,EK9978,DXB,FRA,B747-8F,134000,108540.0,81.0,292453.5
2024-02-18,EK9808,DXB,CDG,B777F,103000,64169.0,62.3,271655.42
2024-10-17,EK9387,DXB,FRA,B747-8F,134000,72494.0,54.1,145041.63
2024-10-05,EK9422,DXB,BOM,B777-200LRF,97000,51895.0,53.5,223546.49
2024-01-09,EK9940,DXB,SIN,B777-200LRF,97000,56745.0,58.5,227880.26
2024-07-22,EK9954,DXB,JFK,B747-8F,134000,79462.0,59.3,194624.28
2024-07-18,EK9243,DXB,DEL,B777-200LRF,97000,64893.0,66.9,249198.53
2024-12-18,EK9154,DXB,CGO,B777F,103000,76735.0,74.5,339987.69
2024-02-20,EK9887,DXB,NRT,B777F,103000,92391.0,89.7,251266.6
2024-11-10,EK9749,DXB,BOM,B747-8F,134000,128104.0,95.6,343474.62
2024-05-19,EK9484,DXB,FRA,B747-8F,134000,83482.0,62.3,274923.08
2024-08-09,EK9890,DXB,ORD,B777-200LRF,97000,76048.0,78.4,214926.58
2024-11-12,EK9257,DXB,SYD,B777F,103000,86623.0,84.1,175108.62
2024-07-13,EK9469,DXB,CGO,B777-200LRF,97000,57133.0,58.9,162942.14
2024-02-24,EK9879,DXB,JFK,B777F,103000,97232.0,94.4,291772.51
2024-05-18,EK9670,DXB,JFK,B777F,103000,57577.0,55.9,170637.77
2024-10-11,EK9667,DXB,CDG,B747-8F,134000,75844.0,56.6,154871.24
2024-02-17,EK9112,DXB,BOM,B777-200LRF,97000,84681.0,87.3,349905.2
2024-05-29,EK9672,DXB,NRT,B747-8F,134000,116714.0,87.1,438503.65
2024-05-04,EK9242,DXB,BOM,B777-200LRF,97000,57812.0,59.6,163490.98
2024-05-17,EK9545,DXB,SYD,B747-8F,134000,99428.0,74.2,195954.82
2024-05-21,EK9357,DXB,NRT,B747-8F,134000,98892.0,73.8,198544.25
2024-05-06,EK9568,DXB,CGO,B777-200LRF,97000,72071.0,74.3,249726.43
2024-02-24,EK9961,DXB,ORD,B747-8F,134000,70082.0,52.3,201020.99
2024-11-13,EK9943,DXB,NRT,B747-8F,134000,96212.0,71.8,285043.81
2024-11-29,EK9811,DXB,BOM,B777F,103000,67465.0,65.5,231315.25
2024-04-12,EK9426,DXB,FRA,B747-8F,134000,80400.0,60.0,231169.85
2024-05-29,EK9900,DXB,CGO,B777-200LRF,97000,78085.0,80.5,344586.01
2024-05-04,EK9473,DXB,HKG,B747-8F,134000,86564.0,64.6,339490.13
2024-02-28,EK9798,DXB,BOM,B777F,103000,81061.0,78.7,265328.75
2024-10-08,EK9548,DXB,LHR,B777-200LRF,97000,70616.0,72.8,262168.33
2024-05-29,EK9518,DXB,CGO,B777F,103000,91567.0,88.9,361531.56
2024-12-10,EK9774,DXB,FRA,B777F,103000,82915.0,80.5,203428.4
2024-03-19,EK9712,DXB,CGO,B747-8F,134000,117250.0,87.5,234465.51
2024-09-02,EK9990,DXB,BOM,B747-8F,134000,101840.0,76.0,437243.78
2024-12-20,EK9818,DXB,NRT,B777-200LRF,97000,52089.0,53.7,229960.21
2024-10-01,EK9354,DXB,BOM,B777-200LRF,97000,90307.0,93.1,189220.03
2024-12-02,EK9676,DXB,DEL,B747-8F,134000,79730.0,59.5,275405.78
2024-11-26,EK9915,DXB,DEL,B777-200LRF,97000,67900.0,70.0,260209.33
2024-08-08,EK9864,DXB,JFK,B777F,103000,58092.0,56.4,139386.11
2024-09-22,EK9483,DXB,CDG,B777-200LRF,97000,80413.0,82.9,192732.73
2024-07-19,EK9453,DXB,FRA,B777-200LRF,97000,76145.0,78.5,239952.51
2024-01-13,EK9187,DXB,FRA,B777F,103000,67259.0,65.3,288236.99
2024-02-29,EK9903,DXB,CGO,B777F,103000,69731.0,67.7,190106.23
2024-04-15,EK9839,DXB,CDG,B747-8F,134000,90718.0,67.7,187204.05
2024-12-22,EK9827,DXB,FRA,B747-8F,134000,73700.0,55.0,141551.48
2024-02-28,EK9268,DXB,LHR,B747-8F,134000,108808.0,81.2,394785.48
2024-05-04,EK9536,DXB,CDG,B777F,103000,79104.0,76.8,213080.24
2024-08-24,EK9773,DXB,SIN,B747-8F,134000,107602.0,80.3,247833.74
2024-08-09,EK9560,DXB,NRT,B777F,103000,87756.0,85.2,367202.95
2024-10-30,EK9385,DXB,NRT,B747-8F,134000,69948.0,52.2,166472.71
2024-12-26,EK9291,DXB,JFK,B777-200LRF,97000,54902.0,56.6,228081.8
2024-07-06,EK9983,DXB,HKG,B777F,103000,74778.0,72.6,187569.71
2024-09-07,EK9501,DXB,CDG,B777-200LRF,97000,64117.0,66.1,182690.24
2024-10-27,EK9276,DXB,JFK,B747-8F,134000,90852.0,67.8,275846.98
2024-12-10,EK9788,DXB,CGO,B747-8F,134000,125022.0,93.3,424256.48
2024-03-09,EK9482,DXB,HKG,B777F,103000,64581.0,62.7,136638.03
2024-12-21,EK9688,DXB,ORD,B777-200LRF,97000,67415.0,69.5,229908.73
2024-07-15,EK9760,DXB,NRT,B777F,103000,76117.0,73.9,247450.58
2024-03-29,EK9422,DXB,CDG,B777F,103000,76220.0,74.0,166068.19
2024-08-18,EK9596,DXB,BOM,B777F,103000,93627.0,90.9,409147.49
2024-03-10,EK9606,DXB,SIN,B747-8F,134000,127836.0,95.4,404560.37
2024-07-28,EK9600,DXB,DEL,B747-8F,134000,94738.0,70.7,385366.51
2024-03-26,EK9399,DXB,JFK,B777-200LRF,97000,51798.0,53.4,199673.67
2024-01-17,EK9568,DXB,SYD,B777F,103000,78486.0,76.2,176920.33
2024-10-16,EK9216,DXB,CGO,B747-8F,134000,102778.0,76.7,216416.52
2024-05-17,EK9878,DXB,CDG,B747-8F,134000,102376.0,76.4,393464.02
2024-08-13,EK9949,DXB,CDG,B777F,103000,99395.0,96.5,206396.14
2024-11-30,EK9369,DXB,SIN,B747-8F,134000,122476.0,91.4,231114.91
2024-06-27,EK9931,DXB,JFK,B747-8F,134000,121806.0,90.9,257856.27
2024-05-01,EK9827,DXB,SIN,B777-200LRF,97000,76145.0,78.5,209147.72
2024-11-08,EK9311,DXB,DEL,B747-8F,134000,79730.0,59.5,173487.25
2024-04-15,EK9651,DXB,LHR,B777-200LRF,97000,65766.0,67.8,168290.56
2024-03-27,EK9978,DXB,HKG,B777-200LRF,97000,63244.0,65.2,211638.84
2024-09-20,EK9521,DXB,DEL,B777F,103000,59843.0,58.1,228914.69
2024-01-31,EK9355,DXB,SYD,B777-200LRF,97000,55969.0,57.7,231622.82
2024-03-15,EK9792,DXB,CGO,B747-8F,134000,119662.0,89.3,461414.12
2024-07-20,EK9524,DXB,FRA,B777F,103000,80340.0,78.0,202901.59
2024-07-11,EK9195,DXB,FRA,B777F,103000,82915.0,80.5,346281.04
2024-07-25,EK9477,DXB,CDG,B777-200LRF,97000,62565.0,64.5,270788.05
2024-08-20,EK9967,DXB,FRA,B747-8F,134000,104788.0,78.2,434456.39
2024-02-17,EK9970,DXB,CGO,B747-8F,134000,108004.0,80.6,397744.2
2024-02-02,EK9316,DXB,CDG,B747-8F,134000,82812.0,61.8,245126.53
2024-09-10,EK9691,DXB,SYD,B747-8F,134000,119662.0,89.3,324516.03
2024-03-07,EK9880,DXB,BOM,B747-8F,134000,117250.0,87.5,494117.01
2024-01-25,EK9116,DXB,LHR,B777F,103000,82606.0,80.2,335305.67
2024-03-04,EK9538,DXB,ORD,B747-8F,134000,97150.0,72.5,435034.13
2024-04-13,EK9995,DXB,CGO,B777F,103000,94451.0,91.7,246992.85
2024-05-20,EK9780,DXB,JFK,B777-200LRF,97000,66154.0,68.2,133798.81
2024-11-28,EK9816,DXB,ORD,B777F,103000,71894.0,69.8,188712.76
2024-04-29,EK9318,DXB,NRT,B777-200LRF,97000,54417.0,56.1,111935.55
2024-09-01,EK9555,DXB,JFK,B777F,103000,81061.0,78.7,259597.81
2024-01-05,EK9980,DXB,LHR,B777-200LRF,97000,65475.0,67.5,139173.87
2024-08-04,EK9191,DXB,CGO,B777F,103000,75705.0,73.5,183066.54
2024-02-22,EK9491,DXB,JFK,B747-8F,134000,91790.0,68.5,239387.35
2024-03-09,EK9108,DXB,DEL,B777-200LRF,97000,56648.0,58.4,183107.43
2024-11-08,EK9743,DXB,DEL,B777F,103000,73954.0,71.8,277369.39
2024-03-18,EK9188,DXB,NRT,B777-200LRF,97000,80413.0,82.9,331454.25
2024-02-21,EK9539,DXB,ORD,B777F,103000,80855.0,78.5,229376.43
2024-06-10,EK9666,DXB,ORD,B777F,103000,66435.0,64.5,134695.07
2024-11-03,EK9807,DXB,BOM,B777-200LRF,97000,76921.0,79.3,300239.44
2024-01-14,EK9293,DXB,DEL,B747-8F,134000,82008.0,61.2,282001.12
2024-07-19,EK9345,DXB,SYD,B777-200LRF,97000,52865.0,54.5,223321.0
2024-09-10,EK9172,DXB,NRT,B777F,103000,64684.0,62.8,227870.24
2024-09-27,EK9981,DXB,LHR,B747-8F,134000,125960.0,94.0,271614.32
2024-10-18,EK9582,DXB,NRT,B747-8F,134000,102644.0,76.6,232640.56
2024-02-07,EK9140,DXB,LHR,B777-200LRF,97000,53350.0,55.0,133796.48
2024-01-31,EK9885,DXB,NRT,B777-200LRF,97000,62953.0,64.9,234443.17
2024-07-31,EK9650,DXB,NRT,B777-200LRF,97000,67997.0,70.1,239992.06
2024-11-11,EK9308,DXB,ORD,B747-8F,134000,74772.0,55.8,150542.82
2024-03-20,EK9954,DXB,CDG,B747-8F,134000,93264.0,69.6,327598.61
2024-11-28,EK9847,DXB,DEL,B777-200LRF,97000,53350.0,55.0,196670.77
2024-05-02,EK9564,DXB,LHR,B777F,103000,57577.0,55.9,171182.51
2024-11-09,EK9858,DXB,BOM,B777F,103000,67877.0,65.9,258107.21
2024-03-30,EK9267,DXB,JFK,B777F,103000,86417.0,83.9,319228.63
2024-09-11,EK9365,DXB,HKG,B777-200LRF,97000,73041.0,75.3,293680.96
2024-03-26,EK9850,DXB,HKG,B777F,103000,88271.0,85.7,367061.02
2024-03-01,EK9165,DXB,LHR,B747-8F,134000,118322.0,88.3,299869.08
2024-05-14,EK9623,DXB,CGO,B777-200LRF,97000,77794.0,80.2,244241.92
2024-07-03,EK9261,DXB,LHR,B747-8F,134000,121538.0,90.7,273530.96
2024-05-10,EK9858,DXB,JFK,B777-200LRF,97000,79831.0,82.3,168555.23
2024-09-17,EK9147,DXB,LHR,B777F,103000,93318.0,90.6,171068.49
2024-08-29,EK9978,DXB,HKG,B747-8F,134000,125156.0,93.4,285755.49
2024-01-19,EK9429,DXB,CDG,B777-200LRF,97000,82741.0,85.3,242621.2
2024-05-07,EK9685,DXB,NRT,B777-200LRF,97000,64408.0,66.4,259576.6
2024-07-09,EK9328,DXB,JFK,B777-200LRF,97000,79831.0,82.3,155048.95
2024-09-21,EK9389,DXB,LHR,B747-8F,134000,73834.0,55.1,225618.56
2024-06-08,EK9305,DXB,HKG,B777F,103000,79207.0,76.9,144276.88
2024-05-29,EK9477,DXB,BOM,B747-8F,134000,114302.0,85.3,280608.76
2024-10-29,EK9915,DXB,FRA,B777F,103000,87550.0,85.0,286788.41
2024-05-05,EK9654,DXB,ORD,B777F,103000,96820.0,94.0,180526.48
2024-06-26,EK9101,DXB,DEL,B777-200LRF,97000,88755.0,91.5,387652.88
2024-12-02,EK9642,DXB,NRT,B777-200LRF,97000,82159.0,84.7,170945.14
